	0	1	2	FoPHepN4_cfDNA_D10.chm13	FoPHepN1_cfDNA_D20.chm13	FoPHepN2_cfDNA_D10.chm13	FoPHepN1_cfDNA_D0.chm13	FoPHepN1_cfDNA_D10.chm13	FoPHepN4_cfDNA_D20.chm13	FoPHepN1_gDNA_D10.chm13	FoPHepN4_gDNA_D10.chm13	FoPHepN3_gDNA_D20.chm13	FoPHepN2_gDNA_D0.chm13	FoPHepN3_cfDNA_D10.chm13	FoPHepN3_cfDNA_D0.chm13	FoPHepN4_gDNA_D20.chm13	FoPHepN3_cfDNA_D20.chm13	FoPHepN1_gDNA_D0.chm13	FoPHepN2_gDNA_D20.chm13	FoPHepN4_gDNA_D0.chm13	FoPHepN2_cfDNA_D20.chm13	FoPHepN2_gDNA_D10.chm13	FoPHepN1_gDNA_D20.chm13	FoPHepN2_cfDNA_D0.chm13	FoPHepN4_cfDNA_D0.chm13
1875	chr10	97469203	97469344			0.3889	1	0.854175	0.50835	0.641675	0.75	0.729175	0.9	0.725	0.86775	0.708325	0.625	0.958325	0.75	0.916675	0.3333	0.854175	0.25	0.8875	0.96875
1876	chr10	97711461	97711731	0	0	0.1428571429	0.04761428571	0.1428571429	0.02857142857	0.04761428571	0.07142857143	0	0.2095285714	0.25	0.2306142857	0	0	0.1210285714	0.02597142857	0.07994285714	0.07142857143	0.04422857143	0	0.3406	0
1877	chr10	97953773	97953971		0.1388833333	0.05555	0.2		0	0.26666	0	0	0	0	0.2547666667	0	0	0.2277833333	0	0.04166666667	0.08333333333	0	0.1756666667	0.08888333333	0.1777833333
1878	chr10	98188807	98188902	0.6666666667	0.5	1	1	0.8375	0.75	1	1	1	1	0.875	1		0.95	0.972225	0.958325	1	0.854175	1	0.583025	0.886	1
1879	chr10	98287339	98287864	0	0.125	0.027775	0	0	0		0.0625	0.077775	0.141675	0	0.116725	0.027775	0	0.08333333333	0.04166666667	0.07916666667	0	0.05555	0.07788333333	0.1369083333	0.1363416667
1880	chr10	99189491	99189876	0.1111111111	0.1	0	0.25	0.04166666667	0.1646833333	0.0625	0.04166666667	0	0.1212090909	0	0.155825	0	0.0416625	0.09166666667	0.09090909091	0.075	0	0.02083333333	0.04329090909	0.1342333333	0.102775
1881	chr10	99347419	99347973	0.2391304348	0.119047619	0	0.1025615385	0.2666666667	0.1780966667	0.4166666667	0.08333214286	0	0.25	0.1190464286	0.3053290323	0.04012222222	0.075	0.234237931	0.2580612903	0.09946129032	0.09885172414	0.1962354839	0.09827586207	0.1363806452	0.2323645161
1882	chr10	101151132	101151232	0.56666		0.92167	1	1	0.85667		0.84167	0.76668	0.8381	0.83856	0.79769	0.86	0.83903	0.84167	0.84773	0.95	0.86834	0.98333	0.85889	0.93654	0.86449
1883	chr10	101364648	101365979	0.0682875	0	0.08828783784	0.05357142857	0.1046926471	0.04589275362	0.05899210526	0.06285714286	0.07075810811	0.11770625	0.1045	0.09165394737	0.08621315789	0.124048	0.1135121622	0.03219178082	0.06038550725	0.05479452055	0.09267727273	0.07625833333	0.10165	0.09053947368
1884	chr10	101566862	101568602	0.304165	0.39815	0.3777777778	0.3451	0.176664	0.3650222222	0.3291607143	0.4024703704	0.1845214286	0.13095	0.3481428571	0.271525	0.3226178571	0.380664	0.2717884615	0.3055518519	0.140475	0.3773785714	0.3081571429	0.470475	0.2958428571	0.2174392857
1885	chr10	101634036	101634269	0.4803941176	0.8012923077	0.6785714286	0.9222266667	0.8453733333	0.5931352941	0.7549117647	0.8571428571	0.75	0.7291117647	0.7107882353	0.7998823529	0.8058823529	0.8490235294	0.854175	0.7303882353	0.6823529412	0.7918117647	0.8647058824	0.8009058824	0.8771588235	0.7204529412
1886	chr10	101870172	101870336	0	0.2272727273	0.1538461538	0.2916666667	0.09487692308	0.2166615385	0.2025615385	0.25	0.2051153846	0.1858923077	0.0641	0.1985384615	0.2192384615	0.125	0.3713307692	0.07692307692	0.1923076923	0.1666692308	0.1923076923	0.2205153846	0.2174	0.1727307692
1887	chr10	101946379	101946606	0.125	0.2222222222	0.2666666667	0.1666666667	0.1923076923	0.1282		0.2222222222	0.1363636364	0.1062230769	0.18	0.2214285714	0.12666	0.15	0.1588866667	0.05238	0	0	0.1217923077	0.12222	0.1539733333	0.1066666667
1888	chr10	102029976	102030275	0.1043185185	0.12	0.7689689655	0.291665	0.5455037037	0.1876310345	0.4528956522	0.142026087	0.8130034483	0.6614965517	0.2017526316	0.5451034483	0.3534551724	0.8809482759	0.2197518519	0.7638448276	0.1451375	0.5431068966	0.7580551724	0.144196	0.5661	0.520937931
1889	chr10	102045119	102045477	0		0	0.1666636364	0.25	0	0.04545454545	0.0606	0.05555555556	0.1181818182	0.1287909091	0.1042909091	0.05302727273	0.09090909091	0.1424181818	0.01652727273	0.1363636364	0.05	0.02272727273	0.06990909091	0.1726272727	0.1590909091
1890	chr10	102657373	102657790	0.07142857143	0.4	0.19584	0.55	0.20001	0.08667	0.4444444444	0	0.225	0.6	0.095	0.34298	0.41501	0.38333	0.56667	0.25833	0.375	0.4761857143	0.12	0.09564	0.62937	0.37428
1891	chr10	103017409	103017546	0	0	0.2	0.11906	0.14	0	0.26666	0.16	0.08572	0.23334	0	0.095	0.06666	0.1	0.38572	0.05454	0.05	0.18334	0.06192	0.07858	0.12	0.15858
1892	chr10	103054490	103054784	0	0.1666666667	0	0.06666666667	0.15	0	0.02857142857		0.01333333333	0.0546	0	0.0814	0.05833333333	0.02380714286	0.07692307692	0.01904666667	0.05	0.03333333333	0.02222	0.03333333333	0.03888666667	0.06786
1893	chr10	103116809	103117034	0.01099230769	0.15833125	0.13095	0.15104375	0.2115384615	0.1564076923	0.09444	0.2	0	0.15625	0.03111333333	0.12203125	0.05813125	0	0.09375	0.0770875	0.0645875	0.06049375	0.09523571429	0.0333375	0.1732375	0.03555333333
1894	chr10	103307224	103307533	0.06666	0	0.14869			0	0.15	0.2708375	0.05555555556	0.12203	0.15	0.12207	0.08667	0.08429	0.20585	0.07096	0.14	0.08333	0.15666	0.05555555556	0.01111	0.06656
1895	chr10	103307621	103307972	0.01428571429	0.075	0.206744		0	0.091665	0.1212090909	0.1659391304	0.066668	0.1341	0.158	0.24676	0.067716	0.08333043478	0.233996	0.057524	0.182668	0.01960588235	0.137332	0.08402916667	0.224312	0.2418208333
1896	chr10	103755796	103755916	0	0	0.25	0.05555	0.08333333333	0.2	0.08333333333	0.2222166667	0	0.3333333333	0.25	0.2738166667	0		0.125	0.25	0	0	0.1222166667	0.1763833333	0.1293666667	0.2238166667
1897	chr10	104256336	104256437	0.625	0.5833333333	0.75	0.83335	0.1944333333	0.4	0.6666666667	0.725	0.6666666667	0.8456166667	0.36666	0.7390166667	0.7586	0.46668	0.9388833333	0.8125	0.7777833333	0.7611166667	0.7639	0.88334	0.8561	0.775
1898	chr10	104548096	104548287	0.6428571429	0.75	0.7777833333	0.8809571429	0.6625857143	0.7809571429	0.8928571429	0.9523857143	0.9107142857	0.8265142857	0.9285714286	0.8017714286	1	0.7857142857	0.8595285714	1	0.7795857143	0.9285714286	0.8741428571	0.9761857143	0.7561428571	0.6833428571
1899	chr10	105179549	105179827	0.04761428571	0	0	0.066665	0	0.0471	0		0.02777777778	0.03939545455	0.03846153846	0.04545454545	0.0125	0	0.08333333333	0.02272727273	0.02380952381	0.01785714286	0	0.01515	0.06520909091	0.03661363636
1900	chr10	110736354	110736602	0.3125	0.125	0.1657333333	0.3367285714	0.1111111111	0.083325	0.1296333333	0.03703333333	0.05292222222	0.2777666667	0	0.2429666667	0	0.01587777778	0.2222222222	0.02777777778	0.0463	0.1190428571	0.1320222222	0.1227888889	0.2518555556	0.2033444444
1901	chr10	111430845	111431348	0	0	0.30555	0.04761428571	0.06666	0.04	0.04761428571	0.1976142857	0	0.1224571429	0.03571428571	0.1392857143	0.1728	0	0.2476142857	0.09438571429	0.1326571429	0.1309571429	0	0.1353142857	0.3367428571	0.2598714286
1902	chr10	111555859	111556477	0.01219512195	0	0.05208125	0.1482645833	0.05714	0.0487804878	0.09886136364	0.0625	0.03525576923	0.09349807692	0.05952380952	0.09051923077	0.025	0.05891395349	0.1153568627	0.0457372093	0.06045490196	0.02631578947	0.03746923077	0.0207745098	0.1273823529	0.1085442308
1903	chr10	111617396	111617532	0.8055666667	0.7777833333	0.94445	0.9583333333	1	0.8	0.83035	0.9666666667	0.9666666667	0.9166666667	0.7222166667	0.9722166667	0.8	0.8888833333	1	0.8789666667	0.8555333333	0.5833333333	1	0.5972333333	0.9011333333	0.91645
1904	chr10	111677262	111677364	0	0.3333333333	0.7778	1	0.741675	0.375	0.633325	0.208325	0.4125	1	0.6125	0.7983		0.208325	0.771425	0.494925	1	0.0625	0.2375	0.25	0.92955	1
1905	chr10	111961224	111962007	0.6871590164	0.5545454545	0.7597461538	0.2258064516	0.6293449275	0.5947757143	0.7512432836		0.7564957143	0.6753761194	0.8009528571	0.7698338028	0.7370871429	0.7333344262	0.6783366197	0.7391289855	0.6497469697	0.7077318841	0.7083071429	0.6847422535	0.7117084507	0.66864
1906	chr10	114442158	114442248	0.7222333333		0.4722333333	1	0.8889	0.7222333333	0.8015666667		0.8690333333	1		0.9357666667	0.6296333333	0.4333333333	0.9583333333	0.5333333333	0.9333333333	0.08333333333	0.8889	0.1476333333	0.9666666667	0.8744666667
1907	chr10	114453558	114453829		0.5	1	1	0.880925	0.666675	0.58335	0.916675	0.666675	1	0.75	1	0.733325	0.541675	1	0.7	0.92855	0.541675	0.8125	0.776775	0.9421	0.842425
1908	chr10	114850460	114850542			0.8889	1	0.9		0.5	0.3032	0.4524	1	0.2222333333	0.8616333333	0		0.9444333333	0.5777666667	1	0	0.4944333333	0	0.8917666667	0.9055666667
1909	chr10	114994576	114995025	0.323332	0.1214285714	0.1290290323	0.13286	0.1095941176	0.1110171429	0.026040625	0.06060606061	0.01428571429	0.2897342857	0.3352941176	0.3023914286	0.04523714286	0.03571428571	0.1353771429	0.2185714286	0.1047571429	0.1817028571	0.2513971429	0.1133342857	0.20134	0.1438114286
1910	chr10	115132631	115133344	0	0.02222222222	0	0.01086956522	0.06944444444	0.009	0.01984047619	0.01360612245	0.007935714286	0.01388888889	0.027334	0.03766153846	0.02256875	0.01369047619	0.04311521739	0.011906	0	0.0291675	0.01449347826	0.02887608696	0.032616	0.055844
1911	chr10	115420288	115420731	0	0	0	0.04848181818	0.04545454545	0.02	0.09090909091	0.01515454545	0	0.0303	0.03703333333	0.06469090909	0	0	0.08571818182	0	0.01818181818	0	0.03030909091	0	0.03117272727	0.07121818182
1912	chr10	117120132	117120308	0.83335	0.6666666667	1		1	0.9375	1	1	1	0.8375	0.8125	0.9356	1	0.875	1	1	1	1	0.96875	1	1	1
1913	chr10	117682349	117682707	0	0.0119047619	0		0	0	0.05263157895	0.07246086957	0.03623043478	0.1174227273	0.04793043478	0.1013434783	0.09637391304	0.02380952381	0.1293409091	0.03787727273	0.09648947368	0.06060454545	0.009090909091	0.05902173913	0.1568347826	0.08877391304
1914	chr10	118390977	118391323	0	0.1	0	0	0.07692307692	0	0.1111111111	0	0.03571428571	0	0.1018555556	0.08035714286	0	0.1428571429	0.125	0	0.09047857143	0	0	0.008928571429	0.1666642857	0.1079428571
1915	chr10	118432359	118432420	0.18055	0	0.1904714286	0	0	0	0.2857142857	0.02381428571	0	0.2190428571	0.08332857143	0.2341142857	0.04761428571	0	0.2566285714	0.1428571429	0.2023857143	0.03571428571	0.3333285714	0.1583571429	0.2844142857	0.1786857143
1916	chr10	118629311	118629621	0.7339692308	0.8564153846	0.9660518519	0.962962963	0.727344	0.8903	0.9537037037	0.9074074074	0.9598777778	0.9739814815	0.969137037	0.9590074074	0.9660481481	0.9326961538	0.9814814815	0.9703703704	0.987962963	0.9537037037	0.9947074074	0.9779518519	0.9339481481	0.9925925926
1917	chr10	119136126	119136393	0	0.09090909091	0	0.02272727273	0.09090909091	0.05	0.065275	0.09090909091	0.0625	0.06944166667	0.05833333333	0.1804833333	0.027775	0	0.1736166667	0.03125	0.1012	0.027775	0.121525	0.146825	0.1541666667	0.08610833333
1918	chr10	119463462	119463677			0.17332	0.1666666667	0.05	0	0.23	0.23334	0	0.3333333333	0.3	0.30388	0.14158	0	0.2043	0	0.15906	0	0.04	0.06192	0.4476	0.262
1919	chr10	119977129	119977232	0.7381	1	0.8928571429	0.6833428571	0.5476428571	0.5833333333	1	0.9642857143	0.8095285714	0.8214285714	0.8416714286	0.8730428571	0.6666714286	1	0.7369	0.8888833333	0.8330571429	0.8166571429	0.8726142857	0.7547571429	0.8095285714	0.8095142857
1920	chr10	120101960	120104093	0.01935483871	0.00748988764	0.04238362069	0.02736268657	0.0321609375	0.007299270073	0.01650849057	0.01819225352	0.01158940397	0.03821954887	0.02035496183	0.02914107143	0.01317567568	0.02380918367	0.02572684564	0.004865693431	0.01643169014	0.0078125	0.01464047619	0.003670731707	0.06364166667	0.0380245509
1921	chr10	120506033	120506245	0	0.2	0.2261857143	0.3809571429	0.19445	0.3333333333	0.2142857143	0.2238142857	0.1428571429	0.2025571429	0.07142857143	0.5119	0.1255285714	0	0.3121857143	0.2559571429	0.2619	0.02041428571	0.07142857143	0.1183714286	0.3841285714	0.3141428571
1922	chr10	120549729	120550263	0.1363636364	0.08333333333	0.06	0.3333333333	0.0471	0.036	0.04545454545	0.1666666667	0.03968095238	0.04437727273	0.07142857143	0.07878636364	0.04603333333	0.2407444444	0.09365238095	0.0361125	0.05	0.05	0.03431176471	0.03182916667	0.06845416667	0.08663809524
1923	chr10	121638144	121638243	0.3333333333	0.3333333333	0.208325	0.208325	0.375	0.720825		0.295825	0.5	0.75	0.3375	0.73275	0.5555666667		0.315475	0.554175	0.625		0.7	0.40775	0.675	0.59375
1924	chr10	122823081	122823248	0	0.2	0.29	0.4	0.26666	0.5	0.4	0.2	0.28666	0.45	0	0.5007	0.22778	0.2	0.32858	0	0	0.25	0.36666	0.4	0.31052	0.4315
1925	chr10	122825056	122825192	0.1666666667	0.375	0	0.4722166667	0.13055	0.25	0.25	0	0.3777666667	0.5	0.4	0.3611166667	0.4849166667	0.2639	0.3333333333	0.3472333333	0	0.31666	0.4166666667	0.08333333333	0.2777666667	0.4594
1926	chr10	123039284	123039421	0.1428571429	0.1666666667	0.125	0	0.2857142857	0.0625	0.0416625	0.1875	0.215175	0.21875	0.0714375	0.2022375	0.0625	0.2142857143	0.2119	0	0.075	0.0416625	0	0.090625	0.2833375	0.1770875
1927	chr10	123754484	123754630	0.9107142857	0.875	1	1	0.75313125	0.89895625	0.8868125	1	1	1	0.95625	0.98645625	0.9921875	0.9135375	1	1	1	0.93229375	1	1	1	0.97611875
1928	chr10	123754639	123755265	0.8019416667	0.8560613636	0.9166679245	0.9920634921	0.9607532258	0.9355396825	0.8815984127	0.9947095238	0.9894190476	0.9761920635	0.8108492063	0.9884031746	0.979968254	0.923977193	1	0.9601603175	0.9301080645	0.9879032258	0.9814825397	0.9826126984	0.9946241935	0.9874444444
1929	chr10	123854969	123855079	0.1666666667	0.4	0.1666666667		0.3111	0.05555	0.3243333333	0.2889	0.2013833333	0.2830666667	0.5	0.4717833333	0.08333333333	0.5972166667	0.1972166667	0.1166666667	0.5	0.1666666667	0.07638333333	0.2277666667	0.1666666667	0.2222166667
1930	chr10	123884334	123884906	0.1	0.08333125	0.01333333333	0.1136363636	0.07352941176	0.02222	0.1274529412	0.07548823529	0.0125	0.2058823529	0.10208125	0.06617058824	0	0	0.1102352941	0	0.08104705882	0	0.09313529412	0.01432941176	0.1022	0.2060941176
1931	chr10	124435875	124436143	0.03333	0.1874875	0.104175	0.41667	0.6944333333	0.13333	0.07142857143	0.2222222222	0.167	0.20619	0.26667	0.20437	0.22858	0.06666	0.21666	0.11833	0.23333	0.05333	0.10667	0.18468	0.29179	0.27394
1932	chr10	125232939	125233332	0.6844466667	0.5714285714	0.8611133333	0.9166666667	0.3571428571	0.7044466667	0.6071428571	0.7288933333	0.56936	0.7	0.7857142857	0.8317266667	0.6966666667	0.7857142857	0.7566666667	0.6944466667	0.6277733333	0.7428066667	0.8388866667	0.75064	0.84024	0.6693
1933	chr10	125621585	125622151	0.5	0	0.3924272727	0.6	0	0.15833	0.3636363636	0.3346363636	0.2634909091	0.3545454545	0.3333333333	0.3309272727	0.2121181818	0.375	0.4537	0.1930818182	0.3030454545	0.1481444444	0.1454545455	0.2277272727	0.6676818182	0.2433727273
1934	chr10	125799324	125799425	0	0.25	0.2881125	0.6666625	0.2645875	0	0.125		0.125	0.184125	0.3041625	0.39895	0.2291625	0.25	0.18125	0.2880875	0.4284125	0.1428571429	0.25	0.0833375	0.2479125	0.3494125
1935	chr10	126727568	126727649	0.516675	0.875	0.875		0.916675	0.866675	1	1	0.75	1	1	1	0.875	1	1	0.958325	1	0.916675	1	0.825	0.76945	0.8875
1936	chr10	128805370	128806467	0.09365752212	0.02	0.1939261682	0.25	0.1028802469	0.1374915254	0.2663054348	0.1239976378	0.1350305556	0.1570676923	0.1953811966	0.1958148437	0.1674833333	0.1572115385	0.1604677686	0.08879836066	0.1549710526	0.1379491228	0.1409716667	0.1627975806	0.1548327731	0.1979538462
1937	chr10	129956924	129957208	0.2857142857	0.697925	0.05833	0	0.2	0	0.1875	0	0.05	0.09286	0.0416625	0.18948	0	0.03703333333	0.3129555556	0.05	0.05001	0.145	0.06667	0.2036888889	0.1694	0.0625
1938	chr10	132761924	132761990		0	0.8333333333	0.9333333333	0.5555666667		1	0.6666666667	0.2889	0.5	0.3889	0.8571	0.6111333333		1	0.4444333333	0.6111	0.2222	0.4444333333	0.5463	0.6583333333	0.7361
1939	chr10	133005751	133006148	0.2017578947	0.2569375	0.660672	0.42222	0.1854166667	0.5290521739	0.2	0.5909090909	0.461524	0.492956	0.4697	0.494864	0.713336	0.7368421053	0.37	0.603336	0.219996	0.547272	0.542852	0.441904	0.554304	0.5596208333
1940	chr10	133119403	133119630	0.5833333333	0.4999875	0.50625	0.5		0.5183125	0.241675	0.666675	0.541675	0.4285714286	0.4875	0.375	0.396725	0.191675	0.4976142857	0.4208375	0.416675	0.4604125	0.75	0.21885	0.5530875	0.3455375
1941	chr10	133273902	133275313	0.05113636364	0.04384324324	0.06819885057	0.125	0.03934639175	0.06889056604	0.066	0.05471946903	0.09206190476	0.03191489362	0.05376236559	0.05886929825	0.08125	0.09195344828	0.06174070796	0.03273274336	0.0708728972	0.03095142857	0.06766785714	0.07009911504	0.03990530973	0.05402956522
1942	chr10	133401652	133402124	0	0	0.03125	0.1034482759	0.1141962963	0.04902058824	0.1021483871	0	0.01451612903	0.1636892857	0.009259259259	0.1281051282	0.0625	0	0.1714945946	0.05747241379	0.1076484848	0.04848484848	0.05	0.06	0.05917352941	0.05563157895
1943	chr10	133738211	133738315	0.5833333333	0.4270875	0.4523857143	1	0.2142857143	0.3428625	0.8571428571	0.625	0.5625	1	0.53125	0.7218125	0.625	0.4375	0.5625	0.2381	0.3854125	0.704175	0.6875	0.4375	0.7189375	0.5416625
1944	chr10	133911597	133912264	0.280952381	0.1644869565	0.2628230769	0.25	0.3514758621	0.2724346154	0.2413793103	0.1512333333	0.3585275862	0.4620655172	0.1818181818	0.3026344828	0.1752827586	0.1234555556	0.2345666667	0.5455689655	0.3	0.1602538462	0.246425	0.4934464286	0.3812034483	0.3658103448
1945	chr10	134234177	134234382	0.26666		0.75		0.8916666667	0	0.5	0.1666666667	0.08923333333		0.8333333333	0.9722166667	0.1		1	0.6333333333	0.8888833333	0	0.2361	0	1	0.9629666667
1946	chr10	134268419	134268512	0	0.125	0.1666625		0.0416625	0.0875	0.0416625	0	0.0625	0.1458375	0.0729125	0.2655625	0	0	0.114575	0.0416625	0.1041625	0.0916625	0.2	0.13165	0.475	0.10625
1947	chr10	134279821	134280671	0.09202898551	0.0410047619	0.05913870968	0.03125	0.05107419355	0.03716216216	0.108974359	0.09090909091	0.07649487179	0.09178550725	0.07440535714	0.0941862069	0.1019736842	0.03125	0.1331283951	0.0679	0.01851851852	0.1277772727	0.06222133333	0.07598227848	0.05547045455	0.09885280899
1948	chr10	134471770	134472205	0.6904761905	0.6897870968	0.7392483871	0.8	0.647915625	0.698471875	0.6222266667	0.7777777778	0.65365	0.629459375	0.6048387097	0.752446875	0.745978125	0.7810333333	0.728125	0.793228125	0.764384375	0.5654785714	0.67916875	0.696721875	0.62805	0.7072266667
1949	chr10	134480436	134481093	0.7160518519	0.8535393939	0.9353941176	0.9460794118	0.9419212121	0.900046875	0.984375	0.9632382353	0.9264705882	0.8976088235	0.9416676471	0.9415823529	0.9950970588	0.9083352941	0.9795176471	0.9323529412	0.9725470588	0.9117647059	0.8810029412	0.9661029412	0.9759352941	0.8886411765
1950	chr10	134598370	134598912	0.375	0.2288866667	0.2642785714	0.375	0.2777733333	0.41667	0.45556	0.37455625	0.1583375	0.3390125	0.26385	0.33625625	0.2916625	0.47222	0.3352	0.34375	0.37778	0.41875	0.34263125	0.3202375	0.33653125	0.27476
1951	chr11	321183	321568	0.8680625	0.7375	0.8779580645	0.9927543478	0.902176087	0.9041770833	0.9947916667	1	0.9871020833	0.9895833333	0.931206383	0.9803625	0.9958333333	1	0.9812479167	0.9891208333	0.9215166667	0.966275	1	0.9965270833	0.9831541667	0.9809354167
1952	chr11	349360	349810	0.2888866667	0.6818181818	0.5976777778	0.07352941176	0.4270875	0.6666666667	0.5	0.5714285714	0.4694444444	0.6574111111	0.5157388889	0.3154	0.5277777778	0.1428571429	0.3924666667	0.3523888889	0.3870388889	0.3611111111	0.3472166667	0.2509	0.3103166667	0.4494166667
1953	chr11	351656	352921	0.02857142857	0.07843088235	0.1842611111	0.0582	0.06879651163	0.08544347826	0.04978311688	0.1343283582	0.04894883721	0.07954545455	0.2221083333	0.1029347368	0.0746212766	0.102477027	0.07621630435	0.05605490196	0.05833214286	0.1436381579	0.04384615385	0.1153574468	0.18858125	0.08460612245
1954	chr11	355751	355961	0	0.5	0.24168	0.15	0	0.33334	0.4	0.5	0.35094	0.16666	0.415	0.20704	0.465	0.2	0.28406	0.3038	0	0.28666	0.15334	0.3		0.27206
1955	chr11	359328	360440	0.05591973684	0.1111117647	0.1666666667	0.1068635294	0.2083333333	0.04296941176	0.1076632184	0.04	0.08191097561	0.05968953488	0.08474576271	0.09100515464	0.1715676471	0.2735849057	0.124355914	0.5535060606	0.09717457627	0.0350877193	0.1153846154	0.1050786517	0.1786225806	0.1162791209
1956	chr11	360452	360751	0.75	0.3125	0.5740777778	0.4487153846	0.2884538462	0.55	0.4987153846	0.4	0.1859	0.3846153846	0.3888888889	0.2906307692	0.5897461538	0.5128230769	0.3895615385	0.5874615385	0.2717923077	0.125	0.6538461538	0.05854615385	0.6360615385	0.4760538462
1957	chr11	491110	491286		0.5	0.916675	0.6666666667	0.56845	0.0625	0.8	0.5	0.375	0.8869	0.75	0.90455	0.291675		0.7381	0	0.916675	0	0.208325	0.366675	1	1
1958	chr11	581634	583238	0.02348441558	0.2444444444	0.05474683544	0.1074766355	0.09420932203	0.03865857988	0.09036144578	0.05050505051	0.02639854015	0.06351958042	0.04391137725	0.06839090909	0.03720930233	0.0349	0.06395804598	0.03511509434	0.06371836735	0.0762195122	0.04159937107	0.05040858896	0.06512543353	0.06283142857
1959	chr11	636721	637011			0.70835	1			0.58335	0.25	0.25	0.958325	0.3333333333	0.953925	0.25	0.1875	0.8264	0.1875	1	0.3333333333	0.25	0.15	0.977275	0.94445
1960	chr11	756906	757698	0.05675675676	0.03333333333	0.06642318841	0.09294807692	0.08771929825	0.09287594937	0.09803921569	0.07870277778	0.06999866667	0.2180328767	0.1500014706	0.08867977528	0.05504473684	0	0.144005618	0.1041666667	0.1309514286	0.03703650794	0.08671910112	0.05113647059	0.1335	0.1065056818
1961	chr11	781241	781456	0.75		0.7916666667	0.7083333333		0.60555	0.775	0.5	0.6984	0.75	0.9333333333	0.9289166667	0.8	0.9111166667	0.93055	0.6833333333	1	0.65475	0.9166666667	0.5595166667	0.8359833333	0.9523666667
1962	chr11	849972	850092	0.3976142857	0.25	0.16666	0.8333333333	0.4619	0.6190428571	0.4285714286	0.5714285714	0.3714285714	0.6190428571	0.4285714286	0.4710714286	0.4285714286	0.2857142857	0.4047571429	0.4374142857	0.4523857143	0.6309571429	0.4779	0.3214285714	0.5799428571	0.4870285714
1963	chr11	856194	857160	0.0430902439	0.0234375	0.03393614458	0.03571428571	0.06952285714	0.02423085106	0.06818181818	0.04437142857	0.04119775281	0.05	0.04025844156	0.05432947368	0.0680244186	0.07639	0.09857439024	0.05041625	0.03508684211	0.05087763158	0.05881264368	0.04324606742	0.07105955056	0.03785978261
1964	chr11	860261	860412	0	0.25	0.196425	0.25	0.08125	0.375	0.25	0.114575	0.2499875	0.155975	0.2500125	0.1583625	0.2083375	0.3125	0.23825	0.098225	0.1354125	0.075	0.0625	0.1599625	0.29515	0.1961875
1965	chr11	1004365	1004502	0.33332	0.6666666667	0.25	1	0.7524	0.46666	0.19998	0.375	0.29936	0.95	0.38334	0.9256	0.38334	0.81668	1	0.42048	0.7	0.33714	0.55	0.315	0.87556	0.90778
1966	chr11	1374464	1374585	0.75	0.583325		0.875	0.3333333333	0.375	0.875	0.791675	0.266675	0.791675	0.875	1	0.375	0.416675	0.9375	0.125		0.520825	0.808325	0.739575	0.979175	0.972225
1967	chr11	1629001	1629448	0.3072875	0.2142857143	0.3134904762	0.53125	0.5	0.4342576923	0.4375	0	0.608672	0.2173869565	0.2719315789	0.3488115385	0.47515	0.4131958333	0.4762846154	0.3431923077	0.2566807692	0.233324	0.4532038462	0.454672	0.4597961538	0.5380961538
1968	chr11	1918269	1918746	0.2564076923	0.1111111111	0.03409090909	0.1578947368	0.1785714286	0.077603125	0.3333333333	0.1071428571	0.23277	0.213332	0.09888666667	0.102603125	0	0.06321724138	0.3233333333	0.03987857143	0.5	0.027775	0.3148148148	0.13549375	0.281716129	0.168565625
1969	chr11	1968375	1968655	0.05	0	0.08333333333	0.1875	0.15	0.0344	0.26666	0.09762	0.045	0.44667	0.0416625	0.20237	0.1666625	0.08333333333	0.36833	0.14	0.2291625	0.09	0.3333333333	0.05833	0.12727	0.12
1970	chr11	2075945	2076093	0.1	0	0.1666666667	0.9285714286	0.8809571429	0	0.5314714286	0.02857142857	0.3619	1	0.5833333333	1	0.4523714286		0.9	0	0.9285714286	0.04166666667	0.1394714286	0	1	0.9357142857
1971	chr11	2209938	2210029	0		0.854175	1	1	0.2708375	0.8125	0.5	0.4479125	0.9352625	0.145825	0.917525	0	0.3333333333	1	0.4875	0.825	0.1458375	0.9392875	0.4979125	0.8830375	0.9226125
1972	chr11	2255579	2255999	0.625	0.5544884615	0.6827935484	0.4414405405	0.6111119048	0.5422731707	0.5693365854	0.869047619	0.5349190476	0.7599238095	0.2474727273	0.5623119048	0.5317275	0.2647058824	0.8238047619	0.6929175	0.7666666667	0.5144189189	0.8577292683	0.6923642857	0.6455785714	0.4621428571
1973	chr11	3293628	3293872	0.05	0.3888888889	0.225	0.5	0.1	0.2753272727	0.6233727273	0.25	0.3333363636	0.7090909091	0.1818181818	0.5304454545	0.3	0.5833333333	0.2303	0.2956454545	0.1818181818	0.2575636364	0.2212090909	0.4006454545	0.7795636364	0.3713454545
1974	chr11	3308149	3308493	0	0.06	0	0.03333	0.2272727273	0.03076923077	0	0	0.02563846154	0.05128461538	0	0.07979230769	0.0641	0	0.07216153846	0.07692307692	0.04486923077	0.05	0.09090909091	0.04615384615	0.1531230769	0.1111083333
1975	chr11	3454253	3454428	0.225	0	0.5		0.275	0.375	0.25	0.416675	0.225	0.6	0	0.2882	0.4	0.3333333333	0.5125	0.160725	0.416675	0.258925	0.27185	0.19445	0.490275	0.25
