	0	1	2	FoPHepN4_cfDNA_D10.chm13	FoPHepN1_cfDNA_D20.chm13	FoPHepN1_cfDNA_D0.chm13	FoPHepN4_cfDNA_D20.chm13	FoPHepN1_cfDNA_D10.chm13	FoPHepN1_gDNA_D10.chm13	FoPHepN4_gDNA_D10.chm13	FoPHepN4_gDNA_D0.chm13	FoPHepN3_cfDNA_D10.chm13	FoPHepN2_gDNA_D0.chm13	FoPHepN4_gDNA_D20.chm13	FoPHepN3_cfDNA_D20.chm13	FoPHepN2_cfDNA_D0.chm13	FoPHepN2_gDNA_D10.chm13	FoPHepN1_gDNA_D0.chm13	FoPHepN2_cfDNA_D20.chm13	FoPHepN3_gDNA_D20.chm13	FoPHepN4_cfDNA_D0.chm13	FoPHepN2_gDNA_D20.chm13	FoPHepN2_cfDNA_D10.chm13	FoPHepN1_gDNA_D20.chm13	FoPHepN3_cfDNA_D0.chm13
242	chr9	136461960	136462003	0.3333333333			0.3333333333	0.8666666667	1	0.8889	0.8842666667	1	0.8333	0.8333333333	1	0.9791666667	0.5	1	0.08333333333	0.5111	1	0.6333333333	1	0.75	1
243	chr9	140001537	140001592	0.6666666667	0	0.8777666667		0.3888666667	0.9166666667	0.8333333333	1	0.8777666667	0.9166666667	0.5833333333	1	1		1	0.7111333333	1	0.9166666667	0.6488	0.6666666667	0.9333333333	0.9368333333
244	chr9	140765371	140766056	0.5238142857	0.2916625	1	0.375	0.7963	0.75	0.1666666667	0.6111111111	0.5722222222	0.8240777778	0.09258888889	0.3125	0.8593333333	0.7222222222	0.7560777778	0.1851888889	0.4537	0.7688444444	0.3862	0.625	0.04761428571	0.7871888889
245	chr9	141273007	141273084	0.36668	1	1	0.64334	0.89334	0.73334	0.93334	1	1	1	0.93334	1	0.89286	0.96666	0.93332	0.92	0.8	0.90642	0.86	0.93334	0.91428	0.95
246	chr9	141273121	141273244	0.7357	1	1	0.8	0.8111	1	1	1	0.8333333333	0.7666666667	1	1	0.8305666667	1	1	0.9166666667	1	0.9583333333	0.8889		0.9444333333	0.9666666667
247	chr9	141517276	141517414		1	0.9	0.7996	0.8055666667	0.7055666667	0.9761833333	1	0.9583333333	1	0.9583333333		0.9625	0.9583333333	1	0.7361166667	0.9666666667	0.8482166667	1	0.93334	1	0.9722166667
248	chr9	142653070	142653187	0.1666666667	0.25	0.25	0	0.233325	0	0	0.035725	0.666675	0.25	0.0625	0.0625	0.308325	0	0.083325	0.125	0	0.16665	0.166675	0.315475	0	0.1875
249	chr9	142656728	142657107	0.25	0.5	0.75	0.0729125	0.75	0.71875	0.25	0.5131	0.7395875	0.6976125	0	0.1916625	0.7215875	0.45	0.666675	0.14375	0.2863	0.691675	0.35	0.5833333333	0.1458375	0.78655
250	chr9	142671994	142672074	1		1	0.8055666667	0.6111	1	1	0.9060666667	1	1	0.8333333333	0.4444333333	0.9018666667	1	1	0.8889	0.7833333333	1	1	0.7857	1	0.9155333333
251	chr9	145347987	145348145	0.25	0		0.2	0.50002	0.04	0	0.81666	0.7	0.95	0	0	0.86668	0.17334	0.89332	0	0.03334	0.90166	0.04	0	0	0.95
252	chr9	146100259	146100453	0.7381	0.9166666667	1	0.5571285714	0.75	0.8809571429	1	0.8571428571	0.8904714286	1	0.6454571429	0.9047714286	1	0.8571428571	1	0.667	0.5	0.9539714286	0.5	1	0.7012571429	0.9510142857
253	chr9	146244661	146244778		0.8333333333	1		0.727		1	0.8333333333	0.9666666667	1	0	0.6666666667	0.9697	0.8	1	0.6555666667	0.125	0.9259333333	0.2174666667	0.8333333333	0.302	0.9569333333
254	chr9	146581142	146581429	0.4952428571	0.9722222222	1	0.6927125	0.6759333333	0.7963	0.8888888889	0.9129666667	0.75	0.8851888889	0.85	0.7037111111	0.8698333333	0.8231888889	0.9722222222	0.7222222222	0.9166666667	0.9487666667	0.6849222222	0.9211555556	0.7926	0.8964666667
255	chr9	146626783	146627021	0.65	0.3333333333	1	0.8	0.59334	0.73334	1	0.95	1	0.96364	1	1	1	1	0.84334	1	0.96666	1	1	0.98	0.9	1
256	chr9	146651343	146651959	0.09375	0.09804117647	1	0.06481111111	0.8888888889	0.4285714286	0.0625	0.9722222222	0.6401941176	0.9920611111	0.1470588235	0.3039176471	0.9222388889	0.1334666667	0.9611111111	0.08332777778	0.04166666667	0.9814777778	0.08888888889	0.4242454545	0.04629444444	0.9323722222
257	chr9	146659895	146660153	0.2083333333	0.03333	0.4166666667	0.1730769231	0.1736083333	0.0625	0.1923076923		0.1089692308	0.3318692308	0.2681307692	0.1388916667	0.2307384615	0.2718923077	0.3589692308	0.1282	0.1138833333	0.2115384615	0.1076923077	0.2333333333	0.1584307692	0.3069923077
258	chr9	148625411	148625522	0.9166666667	1	1	0.9047666667	0.9333333333	0.7333333333	1	1	0.9166666667	0.4166666667	1	0.7777666667	0.9629666667	0.9166666667	0.7778	0.8333333333	0.9523666667	1	1	1	1	1
259	chr9	148912773	148913007	0.7592666667		1	0.87445	0.85	1	1	0.96	0.75001	0.865	1	0.96667	0.9579	1	0.98571	0.83583	1	0.97142	0.9875	0.91833	0.9496	0.98571
260	chr10	4850018	4850359	0	0	0.03703333333	0	0.1041625	0	0.06481111111	0.1111111111	0.06481111111	0.1481444444	0.0463	0	0.08201111111	0.03703333333	0.15	0.03703333333	0.05292222222	0.08055555556	0.02777777778	0.1666625	0.09166666667	0.1644222222
261	chr10	5966028	5966380	0.75			0.795675	0.77085	0.9583375	0.8	0.8916625	0.9444375	1	0.7321375	1	1	0.9375	0.8958375	0.6720625	0.8229125	0.9583375	1	0.9125	0.84405	0.9916625
262	chr10	11843215	11843312	0		0.916675	0.041675	0.6875		0.166675	0.65	0.166675	0.892825	0	0.3333333333	0.845225	0.027775	0.95	0	0.0625	0.77025	0	0.125	0.041675	0.825
263	chr10	12368956	12369258	0.8333333333	0.7777777778	1	0.85	0.86667	1	1	1	0.87917	0.95475	1	0.9	0.97286	0.91334	0.93333	0.8166666667	0.905	0.94333	0.96667	0.96667	1	0.92981
264	chr10	12724177	12724434	0			0	0	0	0.05	0.05	0		0	0	0.01176	0	0.13334	0.06666	0	0	0.03334	0	0.01818	0.03334
265	chr10	14556495	14556653	0.7777666667		0.3333333333		1	1	1	0.9333333333	1	0.9166666667	1	0.8333333333	0.9141333333	1	0.7555666667	1	1	0.9023666667	0.9333333333	1	0.9060666667	1
266	chr10	14583661	14584082	0.9	0.4523857143	0.8809571429	0	1	0.8523857143	0.7857142857	0.9272	0.9238142857	1	0.3611166667	0.7571428571	0.9043428571	0.8238142857	0.9795857143	0.1952285714	0.7857142857	0.9238	0.6047571429	0.9238142857	0	0.9534
267	chr10	15457760	15458170	0.31945	0.4444444444	0.6889	0.3888888889	0.3888888889		0.56945	0.7125666667	0.5555583333	0.4130916667	0.58055	0.4393909091	0.7791666667	0.75	0.8013916667	0.3636363636	0.4246083333	0.608575	0.4625	0.6611083333	0.6588	0.6456416667
268	chr10	20022397	20022494	0.375		1	1	1	1		1	1	1	0.804175	0.85	0.972225	0.95	1	0		1	0.6875	0.908325	0	0.91505
269	chr10	33222216	33222378	0	0.3333333333	0.2142857143	0	0.09522857143	0	0.07142857143	0	0.2857142857	0.1428571429	0.02857142857	0	0.2261857143	0.02857142857	0.1071428571	0.01785714286	0.06428571429	0.02381428571	0.02727142857	0.04761428571	0.0762	0.1643714286
270	chr10	51452671	51452990		0.4	1	0.26666	1	0.59334	0.63072	0.78334	0.61666	0.68332	0.44072	0.33334	0.82666	0.60002	0.9	0.1619	1	1	0.70444	1	0.22	0.94284
271	chr10	72505127	72505193	0.3333333333	0.2777666667	0.8889		0.6388666667	0.2285666667		0.3666666667	0.4444333333	0.8571333333	0.2222	0.2777666667	0.6277666667	0.6	0.6666666667		0.375	0.6944333333	0.4314666667	1	0	0.7936666667
272	chr10	72505245	72505413	0.1	0.1		0	0.05	0	0	0.09	0	0.4512	0	0	0.3	0	0.2	0	0.04444	0.64286	0	0.5	0	0.5026
273	chr10	79867368	79867675	0.3333333333	0.4444333333		0.333325	0.714275	0.8	0.5	0.91665	0.95	0.839275	0.25	0.5	0.870925	0.5	0.921725	0.1875	0.4375	0.916675	0.586325	0.80195	0.4375	0.8726
274	chr10	87318914	87318979		0	0.6944666667	0.6666666667	0.804175			0.733325	0.5625	0.9245	0.458325	0.75	0.96875	0.6875	1	0.4	0.325	0.76655	0.625	0.6666666667	0.33335	0.977275
275	chr10	92970226	92970472	0	0	0	0	0	0	0	0	0.03334	0.10668	0	0	0.18666	0.06668	0.09524	0	0	0.07636	0.02858	0	0	0
276	chr10	96152760	96152991		0	0.75	0	0.778575	0.37915	0	1	0.772925	0.9	0	0.708325	0.919575	0.245825	0.94445	0	0.107175	1	0		0	0.980775
277	chr10	97554841	97555143	0	0		0.125	0.9375	0	0	1	0.4125	0.866675	0	0.433325	0.86605	0	0.964275	0	0.035725	0.916675	0	0.616675	0	0.921525
278	chr10	98188807	98188902	0.6666666667	0.5	1	0.75	0.8375	1	1	1	0.875	1		0.95	0.886	1	0.972225	0.854175	1	1	0.958325	1	0.583025	1
279	chr10	114850460	114850542			1		0.9	0.5	0.3032	1	0.2222333333	1	0		0.8917666667	0.4944333333	0.9444333333	0	0.4524	0.9055666667	0.5777666667	0.8889	0	0.8616333333
280	chr10	132761924	132761990		0	0.9333333333		0.5555666667	1	0.6666666667	0.6111	0.3889	0.5	0.6111333333		0.6583333333	0.4444333333	1	0.2222	0.2889	0.7361	0.4444333333	0.8333333333	0.5463	0.8571
281	chr10	134234177	134234382	0.26666			0	0.8916666667	0.5	0.1666666667	0.8888833333	0.8333333333		0.1		1	0.2361	1	0	0.08923333333	0.9629666667	0.6333333333	0.75	0	0.9722166667
282	chr11	351640	352921	0.03369565217	0.0772942029	0.057290625	0.08810860215	0.07183678161	0.05555512821	0.1323529412	0.05764588235	0.2249731959	0.07865168539	0.07383578947	0.104444	0.189214433	0.04318181818	0.07808494624	0.1461012987	0.0483862069	0.08501414141	0.05551067961	0.1817369863	0.1141431579	0.1030197917
283	chr11	636721	637011			1			0.58335	0.25	1	0.3333333333	0.958325	0.25	0.1875	0.977275	0.25	0.8264	0.3333333333	0.25	0.94445	0.1875	0.70835	0.15	0.953925
284	chr11	3853278	3853379	0.75	0.4	1	0.6111	0.86286	1	1	1	0.76666	0.89998	0.58334	0.96	1	0.8	1	0.28666	0.666675	1	0.625	1	0.11666	0.97648
285	chr11	7569845	7569987	0.5	0.58335	0.875	0.625	0.666675	1	0.775	0.875	0.866675	0.95	0.8125	0.791675	0.909725	0.884725	0.96875	0.436325	0.758325	0.71875	0.728575	0.875	0.575	0.940725
286	chr11	8800197	8800342	0.3333		0.91	0.63666	0.81666	1	0.43334	0.83334	0.7778	0.93334	0.75	1	0.97778	1	0.96666	0.60668	0.84	0.97142	0.8476	0.76666	0.61142	0.94048
287	chr11	12917250	12917375	0.5	0.375	1	0.25	0.791675	1	1	1	0.620825		0.541675	0.8333333333	0.864575	0.75	0.625	0.625	0.125	0.95	0.39465		0.367575	0.94375
288	chr11	15916442	15916686	0.1666666667	0		0.5	0.75	0.583325	0.625	0.972225	0.625	0.791675	0.5	0.3333333333	0.870525	0.875	0.972225	0.41905	0.25	0.915475	0.410725	0.583325	0.125	0.9308
289	chr11	62439147	62439224	0.625	0.75		1	0.875	0.916675	0.95	1	0.791675	1	1	0.75	0.895825	1	0.964275	0.5	0.875	0.7014	0.8875	0.75	0.916675	1
290	chr11	66898257	66898572	0.7	0.21666		0	1	0.26666	0.56904	0.95	0.8333333333	1	0.09834	0.3	0.93034	0.52776	1	0.1	0	0.92062	0.31666	0.53332	0	0.92416
291	chr11	68212757	68213121	0	0.125	0	0	0.1041625	0.0625	0	0.025	0.1875	0.179325	0.03125	0.2604125	0.27225	0	0.375	0	0.05625	0.215525	0.06995	0.15625	0	0.1858125
292	chr11	68261034	68261319	0.2314777778	0.05555555556	0.35	0.05555555556	0.1458375	0.13334	0.14166	0		0.19499	0.06667	0.05555555556	0.29057	0.175	0.09667	0.07333	0.025	0.19667	0.0379	0.21875	0.06286	0.37929
293	chr11	68378930	68379148	0.3939363636	0.3484818182	1	0.25	0.8681909091	0.4272727273	0	0.9515090909	0.8939454545	0.8712181818	0.03333	0.2878727273	0.9886363636	0.01818181818	0.9741909091	0.07575454545	0	0.9181818182	0.07839090909	0.2954636364	0.1924181818	0.9686545455
294	chr11	68844349	68844602	0.3333333333		0.8055666667	0.1666666667	0.75	0.6666666667	0.6666666667	1	0.6666666667	0.5889	0.3333333333	0.4444333333	0.8394		0.8666666667	0.2777666667	0.4722333333	1	0.4166666667	1	0.1666666667	0.9444333333
295	chr11	69447836	69448071	0.3888666667	0.6666666667	1	0.6389	0.6857	1	1	0.8055666667		1	1	0.8	0.8857	1	1	1	1	1	0.9047666667	1	0.5666666667	1
296	chr11	72554039	72554201	0.3958375	0	0.8571428571	0.4285714286	0.4895875	0.533325	0.2857142857	0.908325	0.4375	0.8927125	0	0.3333333333	0.8215375	0.04761428571	0.5583375	0.3809428571	0	0.8571375	0	0.5125	0	0.8678625
297	chr11	72735810	72735875		0.5555666667		0.5	1	0.8333333333	0.9166666667	1	0.9444333333	1	1	1	0.9333333333	1	1		0.9166666667	1	0.7539666667	1	0.5111	0.9086
298	chr11	77973360	77973470			0.804175	0.7	0.8889		0.851775	0.791675	0.616075	1	0.916675	0.5	0.958325	0.676575	0.825	0.375	0.50415	0.8226	0.604175		0.2123	0.9091
299	chr11	78979141	78979394				0	0.4405	0	0.0625	0.9226	0.9375	1	0.145825	0.625	0.84525	0	1	0.475	0.375	1	0.0875	0.1666666667	0.15625	0.9641
300	chr11	82944507	82944695	0	0.4	0.66666	0	0.65332	0.3333333333	0.36666	0.6	0.45334	0.5	0		0.56666	0	0.55666	0	0	0.62184	0	0.36666	0	0.75706
301	chr11	93483715	93483842	0.545825	0.75	0.666675	0.875	1	0.83335	0.75	1	0.759525	0.9	1	1	0.8625	0.625	0.916675	0.875	0.9375	0.825	0.9375	0.75	0.833325	1
302	chr11	111736894	111737057		0.5555666667	1	0.9	0.5	0.48334	0.93334	0.95	1	1	0.6	1	0.8742	0.76	1	0.6	0.7	1	0.58928	0.93334	0.82666	0.86914
303	chr11	114318075	114318219	0.5	0.6666666667	1	0.5	0.5	0.875	0.83335	0.75595	0.95	0.8125	0.916675	0.625	0.94445	0.4464	0.96875	0	0.5	0.908325	0.577375	0.375	0	0.87655
304	chr11	114319389	114319473			1			0.8375	1	0.86665	0.9132	1	0.864575	0.7	0.964275	0.96875	0.9	0.4375	0.916675	1	0.570825	0.6875	0.25	0.980775
305	chr11	120230840	120230980	0.6428571429	0	0.75	0.1428571429	0.6190571429	0.8809571429	0.9523857143	0.8809571429	0.7142857143	0.8214285714	0.8119142857	0.5714285714	0.9267	0.8816285714	0.9306142857	0.6111166667	0.2731428571	0.8996571429	0.1428571429	0.8095285714	0.1005714286	0.9228857143
306	chr11	128323376	128323632	0	0.3333333333	0.083325	0	0		0.035725	0.1591	0	0.3125	0	0	0.17805	0	0.31905	0	0	0.159075	0.025		0	0.220625
307	chr11	129864152	129864444	0		1	0	1	0.625	0	1	0.52085		0	0.58335	0.964275	0.135725	0.916675		0	1	0.175025	0.875	0	0.9567
308	chr11	130179993	130180082	0.1666666667	0.1111	1	0	1	0.3888666667	0.25	1		1	0		0.8222	0	1	0	0.1666666667	1	0		0.02776666667	1
309	chr12	2005030	2005168	1	1	1	0.7833333333	1	1	0.9444333333	0.9444333333	0.7778	1	0.9333333333	1	0.9444333333	1	1	0.9333333333	0.9166666667	0.8889	0.9047666667		0.9259333333	0.7976333333
310	chr12	6552483	6552734	0.56666	0.8	1	0.66666	0.854175	0.73	1	1	0.93334	0.75	0.51666	0.6	0.88692	1	1	0.5	0.68	1	0.75	0.8	0.56668	0.92978
311	chr12	9103629	9103736		0.4285714286		1	0.6500142857	0.9142857143	1	0.8881	1	0.9428571429	1	0.9821428571	0.9603571429	1	1	0.7421857143	1	0.7797571429	0.9841285714	0.7857142857	1	0.9665
312	chr12	13264809	13265211	0.7	1	0.9523857143	0.9678571429	0.95	0.9523857143	1	1	1	0.9238	1	1	0.9357142857	1	1	0.85	1	0.8663142857	0.8523857143	0.9523857143	0.9870142857	0.9209142857
313	chr12	46767557	46768658		0.875	1	0.9166666667	0.7388833333	0.6	1	0.8	0.8611	0.9	0.7213	0.7916666667	0.8638833333	0.9166666667	0.725	0.55555	0.5138833333	0.8803166667	0.5079166667	1	0.475	0.8720166667
314	chr12	47676723	47676941	0.25	0.15	0	0.08	0.05	0	0.04	0.05	0.25	0.05	0	0	0.1	0	0.14	0	0	0.22666	0	0.1111	0.1034	0.0621
315	chr12	51334198	51334839	0	0	0.5285714286	0	0.4246	0.53334	0	0.6061142857	0.2142857143	0.3518714286	0.09524285714		0.4831142857	0.05555	0.5	0.1190428571	0.07142857143	0.3375714286	0.03571428571	0.1547571429	0.04761428571	0.4699142857
316	chr12	57804957	57805432	0.5166666667	0.64334	0.4944333333	0.8333333333	0.46666	0.6	0.4888833333	0.3968166667	0.7083333333	0.5027833333	0.66668	0.3402666667	0.4811666667	0.6666666667	0.5916666667	0.76668	0.3527833333	0.4831333333	0.4861	0.69445	0.375	0.6325333333
317	chr12	68385723	68385979		0.125	0.8333333333	0.4666666667		0.708325	0.625	0.5125	0.75	0.5625	0.73335	0.75	0.55695	0.583525	0.441675	0.75	0.4375	0.53125	0.375	0.5	0.133325	0.4868
318	chr12	93709296	93709905	0.6666666667		1	0.5555666667	0.90286	1	0.9	0.91	0.9	0.7714	0.5	0.77856	0.97142	1	1	0.55	0.43334	0.90642	0.31	0.86666	0.33206	0.94264
319	chr12	106306106	106306460	0.3333333333	0.8	1	0.4166666667	0.4444333333	0.8083333333	0.725	0.9166666667	1	0.9166666667	0.3	0.6	0.9833333333	0.7916666667	1	0.19445	0.1666666667	0.8125	0.3444333333		0.1166666667	0.9570833333
320	chr12	109091024	109091214		0.2222333333		0.06666666667	0.4166666667	0.7222333333	0.3333333333	0.6666666667	0.4166666667	0.3333333333	0.08333333333		0.7575666667	0.2222333333	0.6416666667	0.2777666667	0.1111	0.6666666667	0.1666666667	0.5555333333	0.06666666667	0.7833333333
321	chr12	110084931	110085089		0.75	0.9166666667	0	0.8472333333	0.25	0.09721666667	1	0.6888833333	0.8472333333	0	0.69445	0.9743666667	0.2972166667	0.8970166667	0	0.3472166667	1	0.05555	0.3892833333	0	1
322	chr12	111752603	111753031	0.2777777778	0.75	1	0.08333333333	0.6458375	0.6458375	0.6111111111	1	0.7037	0.7777888889	0.1666666667	0.375	0.8616777778	0.5185222222	0.9444444444	0.2037	0.1142	0.8941777778	0.3888888889	0.4791625	0	0.9404777778
323	chr12	111768595	111768801		0.66665	1	0.1	0.5	0.504175	0.0625	1	0.645825	1	0	0.354175	1	0.25	1	0.145825	0.3333333333	0.898625	0.455675	0.770825	0.0625	0.943475
324	chr12	113908335	113908489	0.658325	1	1	0.625	1	0.958325	1	0.933025	0.791675	1	0.95	0.6875	0.918	0.825	0.958325	0.5	0.5375	1	0.666675	0.5	0.74615	0.916675
325	chr12	119673665	119673901	0	1	1		1	0.8	0.7857142857	1	0.7976142857	0.9285714286	0.8333428571	0.6428714286	0.9742714286	0.6904714286	0.9476142857	0.41666	0.4404857143	0.9075857143	0.1666666667	0.75	0.5741571429	0.9768142857
326	chr12	122119026	122119304	0.0625	0.2	0.2592555556	0.152775	0.1153846154	0.1	0.1095214286	0.07142857143	0.1428571429	0.2692307692	0.1666666667	0.07692307692	0.2286285714	0.1166692308	0.1217714286	0	0.09127142857	0.2240071429	0.1043071429	0.07407777778	0.08211428571	0.2709785714
327	chr12	122855575	122855739	0.1666666667		0.322925	0.1770875	0.0416625	0.3333333333	0.21875	0.2541625	0.1541625	0.125	0	0.0625	0.376925	0.18125	0.3125	0.0625	0.2952428571	0.28125	0	0.4285714286	0.5	0.31675
328	chr12	123091300	123091492	0.375		0.9	0.76666	1	1	0.6666666667	0.92666	0.81666	0.96	0.29998		0.98334	0.85284	0.97142	0.23334	0.51784	0.975	0.56666	0.77808	0.791675	0.93334
329	chr12	124395486	124395834	0.7424272727	0.8333333333	1	0.90675	0.8236166667	0.9166666667	1	0.9791666667	0.875	1	0.8888888889	0.6875	0.9618083333	0.9880916667	0.8263916667	0.8518833333	0.8680583333	0.971425	0.8960166667	0.875	0.9666666667	0.9481833333
330	chr12	124910019	124910195	0.1666666667	0.25	0.5625	0.2388777778	0.375	0.34375		0.3796333333	0.4777777778	0.4907444444	0.04828888889	0.1481555556	0.5619	0.5208375	0.2129666667	0.1296222222	0.4518555556	0.5092555556	0.1437444444	0.2555555556	0.1018555556	0.5645555556
331	chr12	129005684	129005945	0.7		1	0.8035666667	0.8	0.8333333333	1	1	0.875	0.9722166667	0.8958333333	0.94445	0.95455	1	1	0.925	0.9166666667	0.8333333333	1		0.9523833333	0.94445
332	chr12	132722803	132722999	0.7639	0.75	1	0.7837333333	0.5	0.95	0.9444416667	1	0.9833333333	0.9791666667	1	0.8833166667	0.9895833333	1	1	0.8832666667	0.946425	0.9793916667	1	0.9595166667	0.9166666667	1
333	chr13	19688763	19688879	0.4444666667		1		0.3889	0.6111333333	0.5555666667	0.6528	0.75	1	0.3333333333		0.7936666667	0.8889	0.8412666667	0.2166666667	0.3	0.8		0.5904666667	0.4	0.75
334	chr13	26183903	26184016	0.25	0.08333333333	1	0	0.3611	0.1666666667	0	1	0.2420666667	0.9166666667	0		0.7460333333	0.08333333333	0.8333	0	0.08333333333	1	0	0	0	0.8236666667
335	chr13	26184079	26184266	0	0	0.75	0.05	0.854175	0	0	0.875	0.5	0.9375	0	0	0.864275	0.125	0.7842	0	0	0.853575	0	0.125	0	0.745525
336	chr13	26199351	26199692	0.3703666667	0.2222222222	0.96667	0	0.585		0.03703333333	0.88	0.65834	0.71	0.025	0.1214333333	0.775	0.03703333333	0.73334	0.1041625	0.01429	0.86666	0	0.27	0.03333	0.86011
337	chr13	26624770	26624908	0			0	0.833325	0		0.83335	0	0.883225	0	0	0.7232	0	0.85	0.22915	0.16665	0.977275	0	0.4	0	0.888725
338	chr13	39587757	39587860	0.1666666667		1		1	0.9523666667	1	1	0.8333333333	0.9333333333	0.1772666667	0.5	1	0.8889	1	0.2222333333	0	0.9326666667	0.1639	0.85	0.303	0.9697
339	chr13	39621409	39621729	0.71875	0.25	1	0.56945	0.6481444444	0.9166666667	0.7916625	0.7857142857	0.9074111111	1	0.3518555556	0.5	0.9296222222	0.8166666667	0.8814777778	0.5425888889	0.5277444444	0.9279444444	0.5513222222	0.8759222222	0.3711666667	0.8824
340	chr13	39658074	39658253	0	0.4166666667		0.5	0.7222333333	0.85	0.8333333333	0.9166666667	0.8889	0.9333333333	0.7833333333	0.6722333333	1	1	1	1	0.7996	0.925	1	1	0.8666666667	0.9293333333
341	chr13	40020279	40020479	1	1	1		0.7658666667	0.8889	0.8611	1	1	1	0.6666666667	1	1	0.8889	0.9523666667	1	0.75	0.9583333333	0.6111	1	0.7138	1
342	chr13	96460505	96460682			1	0.08333333333		0.1944333333		0.9333333333	0.7778	0.6111	0.4166666667	1	0.9666666667	0.7222333333	1	0.4444333333	0.7936333333	1	0.5555666667	1	0	0.9279
343	chr13	97240916	97240984		0.1666666667		0	0.7666666667		0.3611	0.8889	0.3333333333	0.5	0.1666666667		0.9629666667	0	0.825		0	1	0	0.3666666667	0.1666666667	1
344	chr13	98034325	98034401		0.625	1	1	0.58335	0.9375	1	0.96875	0.95	1	1	0.75	1	1	0.9132	0.804175	1	0.95105	0.925	1	0.575	0.95455
345	chr13	108624622	108624684		1	1	0.791675	1	0.875	1	1	1	1	1	1	0.964275	0.8333	1	0.5	0.964275	0.895825	1	0.75	0.875	0.975
346	chr13	112636273	112636472	0.8333333333	0.4999875	0.08333333333	0.3619	0.24375	0.6190428571	0.729175	0.854175	0.5937375	0.552075	0.4187375	0.333325	0.6021	0.63735	0.5445625	0.2854125	0.75	0.6254125	0.5520875	1	0.03175	0.5668125
347	chr14	28886792	28886863	1	1			1	0.8333333333		1	1	1	0.9333333333		0.9209666667	0.8333333333	1	1	0.8418	1	1	1	0.8666666667	0.9166666667
348	chr14	33343360	33343771	0.93334	0.2222166667	0.9166666667	0.8761857143	0.9523857143	0.9662714286	0.9476142857	0.9272	0.9127	0.9841285714	0.9523857143	0.9166666667	0.9075571429	1	1	0.925	1	0.8119142857	0.8562714286	0.9714285714	0.783	1
349	chr14	49040089	49040317		1		1	0.6944666667	1	0.9333333333	1	1	1	0.8333333333		0.9583333333	1	1	0.7777666667	0.6666666667	1	1	0.6833333333	0.4444333333	0.9697
350	chr14	59153241	59153374	0.9375	1	1	0.8166666667	1	1	1	1	1	0.9333333333	0.6185166667	0.7222166667	1	0.95535	0.9444333333	0.625	0.6222333333	1	0.7281666667	0.94445	0.3583333333	0.9791666667
351	chr14	59153443	59153711	0.75		1	0.8	0.95	1	1	1	0.97142	0.96	0.47808	0.66	0.98182	1	0.97142	0.375	0.71666	0.97142	0.61334	0.96	0.38334	0.9396
352	chr14	62769843	62769920	0.875	0.75	1	0.972225	0.816675	1	1	1	1	1	1	0.95	1	1	0.964275	1	1	1	1	0.95	1	0.929175
353	chr14	62770645	62770969	0.6779181818	1	0.9697	0.7939363636	0.95	0.8575818182	1	1	0.83	0.9697	1	0.7619	0.9053090909	0.9740181818	0.9242454545	0.8863636364	0.9242454545	0.9512636364	0.9818181818	0.6757545455	0.9090909091	0.9826454545
354	chr14	69463757	69463955	0.75	0.75	1	0.73334	0.63928	0.75	1	1	0.8	1	0.76666	0.73334	0.85092	0.9	0.92142	0.78334	0.8	1	0.5	0.92666	0.78332	0.98182
355	chr14	71129447	71129949	0.1111111111	0.1666666667	0.3846153846	0.1035714286	0.2117357143	0.11905		0.1785714286	0.1006785714	0.2845142857	0.2	0.07692307692	0.13095	0.06547142857	0.1494928571	0.2307692308	0.14285	0.3536642857	0.09354285714	0.07695	0.11805	0.42535
356	chr14	71242505	71242554	0.1111			0	0	0.1111	0.3333333333	0.2777666667	0.1222333333	0.25	0	0.08333333333	0.1428666667	0	0.0909	0.08333333333	0.06666666667	0.06666666667	0.1666666667	0.2222333333	0.05556666667	0.05556666667
357	chr14	71251844	71252262	0.083325	0.8611111111	0.9285714286	0.2963	0.6388888889	0.5871555556	0.7875	0.8333333333	0.770825	0.6984	0.7373	0.8074111111	0.8972555556	0.791675	0.7222222222	0.3018555556	0.7119	0.8559666667	0.8341222222	0.5416625	0.5882777778	0.8815888889
358	chr14	87110010	87110253	0.1388833333	0.3333333333		0.4777777778	0.5648111111	0.3888888889	0.8333375	0.6074	0.5148111111	0.7203777778	0.1666625	0.1666625	0.7070222222	0.6458375	0.7407444444	0.2574111111	0.5547555556	0.3656	0.2338666667	0.7111111111	0.07844444444	0.6350555556
359	chr14	87370066	87370172		0.78125	0.7142857143	0.5041625	0.5357142857	0.8125	0.6417125	0.647925	0.6041625	0.7708375	0.8645875		0.63125	0.7142857143	0.9375	0.6083375	0.354175	0.5666625	0.8375	1	0.9541625	0.7791125
360	chr14	88504498	88504580				1	1	1	1	1	1	1	0.574425	1	0.977275	0.95	1	0.625	0.77085	1	0.75	0.804175	0.4619	1
361	chr14	90327213	90327411	0.3125	0.08333333333	1	0.4301666667	0.9166666667	0.5555666667	1	0.8889	1	1	0.6	0.4166666667	0.9666666667	0.5583333333	1	0.3333333333	0.1960333333	0.9648166667	0.4206166667		0.2111166667	0.9368333333
362	chr14	97353950	97354196	0.8889	0.7	0.9	0.4	0.4	0.7	0.9		0.6	0.85	0.67	0.4	0.76642	0.93334	0.75474	0.50666	0.93334	0.88928	0.80666	0.9	0.48	0.91212
